type,title,date,authors,doi,publisher,venue,location
,"Visualization of Web Application for Archiving Views of Railway Stations' Experiences for Strollers""",2015,"['Makiko Harada', 'Yoshiaki Komatsu', 'Hidenori Watanave']",temp4789,,,
article-journal,"Visualizing Web Application of Archiving Views of Railway Stations' Experiences for Strollers""","['2015', '2015']","['Makiko Harada', 'Yoshiaki Komatsu', 'Hidenori Watanave']",temp4790,,IPSJ Interaction,
article-journal,"Visualization of the Meaning of the Words on the Web by Extracting Keywords and Emotional Valences""",2014,"['Makiko Harada', 'Hidenori Watanave']",temp4791,,The Journal of The Institute of Image Information and Television Engineers,
,"Information Diffusion in Social Media""",2011,"['A. Dotey', 'H. Rom', 'Vaca C']",temp4792,,,
,The Strategy of Conflict,1960,['T.C. Schelling'],temp4793,,,Cambridge
research-article,Synchronizing Digital Signage Content with the Movement of Passerby,2015,"['Nozomi Tamaki', 'Masahito Hirakawa']",10.1145/2801040.2801050,ACM,vinci,
article-journal,The Audience Funnel: Observations of Gesture Based Interaction With Multiple Large Displays in a City Center,"['2011', '2011-05']","['D. Michelisa', 'J. Müllerb']",10.1080/10447318.2011.555299.,,International Journal of Human-Computer Interaction,
chapter,Identifying Individuals' Footsteps Walking on a Floor Sensor Device,2013,"['K. Ibara', 'K. Kanetsuna', 'M. Hirakawa']",10.1007/978-3-319-02750-0_6.,Springer,"Active Media Technology, Lecture Notes in Computer Science",
article-journal,An Approach to the Relation between Stature and Pace: In Case of Students Pacing,"['1998', '1998-12']","['K. Onaga', 'A. Yoshinaga', 'T. Zhao']",temp4796,,Bulletin of University of Ryukyu,
book,Japanese body size data 1992--1994,,[],temp4797,Research Institute of Human Engineering for Quality Life,,
poster,Enabling Finger-Gesture Interaction with Kinect,2015,"['Harrison Cook', 'Quang Vinh Nguyen', 'Simeon J Simoff']",10.1145/2801040.2801060,ACM,vinci,
paper-conference,Gesture-based human-computer-interaction using kinect for windows mouse control and powerpoint presentation,"['2013', '2013']","['T. Osunkoya', 'J.C. Chern']",temp4798,,Proc. The 46th Midwest instruction and computing symposium (MICS2013,Wisconsin
article-journal,Enhanced computing vision with Microsoft Kinect sensor: a review,2013,"['J. Han', 'L. Shao', 'D. Xu', 'J. Shotton']",temp4799,,IEEE Transactions on cybernetics,
article-journal,Study on Hand Gesture Recognition,2015,"['S. Mutha', 'K.S. Kinage']",temp4800,,International Journal of Computer Science and Mobile Computing,
book,XNA 4.0 game development by example,2010,['K. Jaegers'],10.5555/1941110,PACKT Publishing,,Birmingham
article-journal,Showing or telling? Local interaction and organization of behavior,2013,"['Z. Abutsidze', 'R. Cowan']",temp4802,,Journal of Economic Interaction and Coordination,
poster,Interactive Visualization of Quantitative Data with G2D3,2015,"['Antoine Trouvé', 'Kazuaki J Murakami']",10.1145/2801040.2801066,ACM,vinci,
,"Thomas, Data Visualization with JavaScript, no starch press",2015,['A. Stephen'],temp4803,,,
,"Data Driven Documents, website, last visited in 2015",,[' '],temp4804,,,
,"JavaScript Library, website, last visited in 2015",,['Raphaël '],temp4805,,,
,,2005,['L. Wilkinson'],10.5555/1088896,,,
,"website, last visited in 2015",,[],temp4807,,,
,"Google Chart, website, last visited in 2015",,[],temp4808,,,
poster,A Layout Technique for Storyline-based Visualization of Consecutive Numerical Time-varying Data,2015,"['Sayaka Yagi', 'Takayuki Itoh', 'Masahiro Takatsuka']",10.1145/2801040.2801067,ACM,vinci,
,Movie narrative charts,2015,['R. Munroe'],temp4809,,,
article-journal,Design considerations for optimizing storyline visualizations,2012,"['Y. Tanahashi', 'K.-L. Ma']",10.1109/TVCG.2012.212,,"Visualization and Computer Graphics, IEEE Transactions on",
paper-conference,A polyline-based visualization technique for tagged time-varying data,2012,"['S. Yagi', 'Y. Uchida', 'T. Itoh']",10.1109/IV.2012.28,IEEE,"Information Visualisation (IV), 2012 16th International Conference on",
poster,Logo Trend Visualization: Logo Design Shape Element Trend and Pattern Analysis,2015,"['Hyoji Ha', 'Sungyun Bae', 'Hyunwoo Han', 'Kyungwon Lee']",10.1145/2801040.2801069,ACM,vinci,
book,Principles of Form and Design,1993,['W. Wucius'],10.5555/529422,Wiley,,"New York, NY"
book,Extending Dimensions in Radviz Based on Mean Shift,2015,"['Z. Fangfang', 'H. Wei', 'L. Juncai', 'H. Yezi', 'S. Yang', 'Z. Ying']",temp4813,IEEE PacificVis,,"Hangzhou, China"
poster,Data Analysis Tool for Arm Movement Pattern in Virtual Catching Task: A Preliminary Development,2015,"['Shinya Tachihara', 'Takehiko Yamaguchi', 'Naoki Ishiura', 'Mickaël Dinomais', 'Paul Richard', 'Sylvie Nguyen']",10.1145/2801040.2801068,ACM,vinci,
article-journal,Cerebral palsy update,2009,"['Krageloh-Mann I', 'Cans C']",temp4814,,Brain Dev,
chapter,Constraint-Induced Movement Therapy in Children Aged 5 to 9 Years With Cerebral Palsy: A Day Camp Model,"['2015', '2015']","['Ashley M.E. T', 'Serena C', 'Cathy V', 'Meghann L']",temp4815,,Wolters Kluwer Health Lippincott Williams and Wilkins and Section on Pediatrics of the American Physical Therapy Association,
chapter,Upper-Body Interactive Rehabilitation System for Children with Cerebral Palsy: The Effect of Control/Display Ratios,2012-09,[' '],temp4816,,"Proc:ICDV RAT 9th Intl Conf on Disability,pp.181--186","Laval, France"
chapter,Analysis of arm movement strategy in virtual catching task,2014-09,"['T. Yamaguchi', 'N. Ishiura', 'P. Richard', 'D.A. Foloppe', 'F. Veaux', 'M. Dinomais', 'S. Nguyen']",temp4817,,Proc: 10th Intl Conf: on Disability,"Gothenburg, Sweden"
poster,A Visual Approach to Detecting Drive-by Download Attacks,2015,"['Tetsuji Takada', 'Katsuhiro Amako']",10.1145/2801040.2801070,ACM,vinci,
article-journal,Anatomy of drive-by download attack,2013,"[' Lam Le', 'Ian Welch', 'Xiaoying Gao', 'Peter Komisarczuk']",10.5555/2525483.2525489,,Proc. of the Eleventh Australasian Information Security Conference,
,"Microsoft Cyber Trust Blog, What You Should Know About Drive-By Download Attacks - Part 1",,[],temp4819,,,
paper-conference,Delta: automatic identification of unknown web-based infection campaigns,2013,"['Kevin Borgolte', 'Christopher Kruegel', 'Giovanni Vigna']",10.1145/2508859.2516725,,Proc. of the ACM SIGSAC conference on Computer & communications security,
poster,A Projection-based Medical Augmented Reality System,2015,"['Jiann Der Lee', 'Haoche Lee', 'Chunghung Hsieh', 'Chiehtsai Wu', 'Shintseng Lee']",10.1145/2801040.2801065,ACM,vinci,
paper-conference,Utilizing image guided surgery for user interaction in medical augmented reality,2004,"['J. Fischer', 'D. Bartz']",temp4821,,Proceedings of Eurographics Symposium on Virtual Environments,
paper-conference,Contextual anatomic mimesis hybrid in-situ visualization method for improving multi-sensory depth perception in medical augmented reality,2007,"['C. Bichlmeier', 'F. Wimmer', 'S.M. Heining', 'N. Navab']",10.1109/ISMAR.2007.4538837,,Proceedings of ISMAR 2007. 6th IEEE and ACM International Symposium on Mixed and Augmented Reality,
paper-conference,,2001,"['R. Raskar', 'P. Beardsley']",temp4823,,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,
book,Digital image Processing,2010,"['Rafael C. Conzalez', 'Richard E. Woods']",temp4824,"Third Ed, Pearson",,
poster,Enhanced Visualization of News Shot Cloud with Employing Circular Layout,2015,"['Norio Katayama', 'Hiroshi Mo', ""Shin'ichi Satoh""]",10.1145/2801040.2801071,ACM,vinci,
paper-conference,News shot cloud: Ranking tv news shots by cross tv-channel filtering for efficient browsing of large-scale news video archives,2011,"['N. Katayama', 'H. Mo', 'S. Satoh']",10.5555/1949994.1950025,,Proc. of the 17th Intl. Conf. on Advances in Multimedia Modeling,
paper-conference,Comparison of tag cloud layouts: Task-related performance and visual exploration,2009,"['S. Lohmann', 'J. Ziegler', 'L. Tetzlaff']",10.1007/978-3-642-03655-2_43,,"Proc. of the 12th IFIP TC 13 Intl. Conf. on Human-Computer Interaction: Part I, INTERACT '09",
paper-conference,Semantically structured tag clouds: An empirical evaluation of clustered presentation approaches,2009,"['J. Schrammel', 'M. Leitner', 'M. Tscheligi']",10.1145/1518701.1519010,,"Proc. of the SIGCHI Conf. on Human Factors in Computing Systems, CHI '09",
poster,Using Virtual Reality Technique to Enhance Experience of Exploring 3D Trajectory Visualizations,2015,"['Mengjia Zhang', 'Jie Li', 'K. Zhang']",10.1145/2801040.2801072,ACM,vinci,
article-journal,Stacking-based visualization of trajectory attribute data,2012,"['C. Tominski', 'H. Schumann', 'G. Andrienko', 'N. Andrienko']",10.1109/TVCG.2012.265,,IEEE Trans. Vis. Comput. Graph,
,ColorBrewer 2.0: color advice for cartography,2009,"['C.A. Brewer', 'M.A. Harrower']",temp4829,Penn State University,,
tutorial,Visually Do Statistics for Business Persons: Visual Materials from Regression to Black-Sholes Model,2015,"['Yukari Shirota', 'Yutaka Takahashi', 'Nobuhide Tanaka', 'Michiya Morita']",10.1145/2801040.2802138,ACM,vinci,
article-journal,Web Publication of Three-Dimensional Animation Materials for Business Mathematics - 10 Graphics for Economics Mathematics Part2,2012,"['Y. Shirota', 'T. Hashimoto']",temp4830,,Gakushuin GEM Bulletion,
book,Practical Data Analysis for Economics and Management,2012,"['Y. Okuse', 'T. Kuboyama']",temp4831,Kodansha,,
article-journal,Visualization of the Central Limit Theorem and 95 Percent Confidence Intervals,2014,"['Y. Shirota', 'S. Suzuki']",temp4832,,Gakushuin Economics Papers,
paper-conference,Knowledge Visualization of Reasoning for Financial Mathematics with Statistical Theorems,"['2014', '2014']","['Y. Shirota', 'T. Hashimoto', 'S. Suzuki']",10.1007/978-3-319-05693-7_8,Springer,Proc. of the DNIS (Databases in Networked Information Systems,Heidelberg
article-journal,Practical Teaching Methods of Linear Algebra for Students in the Economics Course,2014,['Y. Shirota'],temp4834,,Gakushuin Economics Papers,
,10 Graphics for Economics Mathematics Part 2,,"['Y. Shirota', 'T. Hashimoto']",temp4835,,,
research-article,Adaptive Visualization Interface That Manages User's Cognitive Load Based on Interaction Characteristics,2014,"['Anatoly Yelizarov', 'Dennis Yu Gamayunov']",10.1145/2636240.2636844,ACM,vinci,
book,The Effect of Cognitive Load on Decision Making with Graphically Displayed Uncertainty Information,2013,"['P.M. Allen', 'J.A. Edwards', 'F.J. Snyder', 'K.A. Makinson', 'D.M. Hamby']",temp4836,Risk Analysis,,
article-journal,Effects of mental fatigue on attention: an ERP study,2005,"['M.A. Boksem', 'T.F. Meijman', 'M.M. Lorist']",temp4837,,Cognitive brain research,
paper-conference,Adaptive knowledge-based visualization for accessing educational examples,2006-07,"['P. Brusilovsky', 'J.W. Ahn', 'T. Dumitriu', 'M. Yudelson']",10.1109/IV.2006.16,IEEE,"Information Visualization, 2006. IV 2006. Tenth International Conference on",
article-journal,Direct measurement of cognitive load in multimedia learning,2003,"['R. Brünken', 'J.L. Plass', 'D. Leutner']",temp4839,,Educational Psychologist,
article-journal,Assessment of cognitive load in multimedia learning with dual-task methodology: Auditory load and modality effects,2004,"['R. Brünken', 'J.L. Plass', 'D. Leutner']",temp4840,,Instructional Science,
,,2014,"['P. Buono', 'C. Conati', 'D. Flatla', 'K. Reineke']",temp4841,,,
book,The psychology of human-computer interaction,1986,"['S.K. Card', 'T.P. Moran']",10.5555/578027,CRC Press,,
article-journal,Cognitive load theory and the format of instruction,1991,"['P. Chandler', 'J. Sweller']",temp4843,,Cognition and instruction,
article-journal,Explaining the split-attention effect: Is the reduction of extraneous cognitive load accompanied by an increase in germane cognitive load?,2009,"['G. Cierniak', 'K. Scheiter', 'P. Gerjets']",10.1016/j.chb.2008.12.020,,Computers in Human Behavior,
book,Software for Use: A Practical Guide to the Models and Methods of Usage-Centered Design,1999,"['L.L. Constantine', 'L.A.D. Lockwood']",10.5555/301248,Addison-Wesley Professional,,
article-journal,The Magical Number 4 in Short-Term Memory: A Reconsideration of Mental Storage Capacity,2001,['N. Cowan'],temp4846,,Behavioral and Brain Sciences,
article-journal,"Cognitive load theory, educational research, and instructional design: some food for thought",2010,['T. Jong'],temp4847,,Instructional Science,
article-journal,"A comparison of three measures of cognitive load: Evidence for separable measures of intrinsic, extraneous, and germane load",2008,"['K.E. DeLeeuw', 'R.E. Mayer']",temp4848,,Journal of Educational Psychology,
article-journal,On the speed of mental processes,1969,['F.C. Donders'],temp4849,,Acta Psychologica,
article-journal,Somnology and Safety of Occupational Activity,2013,['V.B. Dorokhov'],temp4850,,Pavlov Journal of Higher Nervous Activity,
paper-conference,SSMRecolor: improving recoloring tools with situation-specific models of color differentiation,2012-05,"['D. Flatla', 'C. Gutwin']",10.1145/2207676.2208388,ACM,Proceedings of the 2012 ACM annual conference on Human Factors in Computing Systems,
article-journal,Complex problem solving: a case for complex cognition?,2010,['J. Funke'],temp4852,,Cognitive Processing,
article-journal,Automatically generating personalized user interfaces with Supple,2010,"['K.Z. Gajos', 'D.S. Weld', 'J.O. Wobbrock']",10.1016/j.artint.2010.05.005,,Artificial Intelligence,
,Magic Quadrant for Security Information and Event Management,2013,['Gartner '],temp4854,,,
paper-conference,Behavior-driven visualization recommendation,2009-02,"['D. Gotz', 'Z. Wen']",10.1145/1502650.1502695,ACM,Proceedings of the 14th international conference on Intelligent user interfaces,
article-journal,Impact of personality factors on interface interaction and the development of user profiles: Next steps in the personal equation of interaction,2012,"['T.M. Green', 'B. Fisher']",10.1177/1473871612441542,,Information Visualization,
article-journal,Measuring Effectiveness of Graph Visualizations: A Cognitive Load Approach,2009,"['W. Huang', 'P. Eades', 'S.-H. Hong']",10.1057/ivs.2009.10,,Information Visualization,
article-journal,Psychophysiology of Human States,"['2005', 'in Russian']",['E.P. Ilyin'],temp4858,,Piter,
,ISO 9241-11: Ergonomic Requirements for Office Work with Visual Display Terminals (VDTs): Part 11: Guidance on Usability,1998,['International Organization Standardization'],temp4859,,,
article-journal,Adaptive interfaces and agents. Human-Computer Interaction: Design Issues,2009,['A. Jameson'],temp4860,,"Solutions, and Applications",
article-journal,Mental fatigue and impaired response processes: event-related brain potentials in a Go/NoGo task,2009,"['Y. Kato', 'H. Endo', 'T. Kizuka']",temp4861,,International Journal of Psychophysiology,
book,Using the Keystroke-Level Model to Estimate Execution Times,2001,['D. Kieras'],temp4862,University of Michigan,,
article-journal,Differential Diagnosis of States of Reduced Efficiency,2002,"['A.B. Leonova', 'Vlichkovskaya S. B']",temp4863,,Psychology of Mental States: Collected Papers,
article-journal,The role of working memory on graphical information processing,1997,['G.L. Lohse'],abs/10.1080/014492997119707,,Behaviour & Information Technology,
article-journal,Impaired cognitive control and reduced cingulate activity during mental fatigue,2005,"['M.M. Lorist', 'M.A. Boksem', 'K.R. Ridderinkhof']",temp4865,,Cognitive Brain Research,
article-journal,The MUSiC performance measurement method,1997,"['M. Macleod', 'R. Bowden', 'N. Bevan', 'I. Curson']",temp4866,,Behaviour & Information Technology,
article-journal,What's magic about magic numbers? Chunking and data compression in short-term memory,2012,"['F. Mathy', 'J. Feldman']",temp4867,,Cognition,
article-journal,Nine ways to reduce cognitive load in multimedia learning,2003,"['R.E. Mayer', 'R. Moreno']",temp4868,,Educational psychologist,
